rownum,month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,X11,X12
1324,6,10,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1325,7,10,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1326,8,9.307692308,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1327,9,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1328,10,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1329,11,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1330,12,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1331,1,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1332,1,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1333,2,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1334,2,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1335,3,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1336,3,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1337,4,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1338,4,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1339,5,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1340,5,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1341,6,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1342,6,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1343,7,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1344,7,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1345,8,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1346,8,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1347,9,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1348,9,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1349,10,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1350,10,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1351,11,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1352,11,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1353,12,NA,shoot.density,Porthdinllaen,unsworth unpub,2015,NA,seagrass,NA,MO,NA,NA
1354,12,NA,shoot.density,Porthdinllaen,unsworth unpub,2016,NA,seagrass,NA,MO,NA,NA
1355,1,NA,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1356,2,NA,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1357,3,2,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1358,4,2,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1359,5,10,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1360,6,8,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1361,7,6,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1362,8,NA,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1363,9,2,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1364,10,2,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1365,11,NA,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1366,12,NA,shrimp density,Goodwin Islands,Douglass et al,2004,2006,predator,predators - palaemonetes,MO,NA,NA
1367,1,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1368,2,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1369,3,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1370,4,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1371,5,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1372,6,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1373,7,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1374,8,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1375,9,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1376,10,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1377,11,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1378,12,5,snail biomass,San Juan Islands,Nelson et al,1990,1991,grazer,NA,MO,NA,NA
1379,1,9,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1380,2,NA,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1381,3,NA,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1382,4,4,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1383,5,3,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1384,6,NA,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1385,7,6,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1386,8,NA,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1387,9,NA,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1388,10,8,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1389,11,9,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
1390,12,10,snail density,Padilla Bay,Thom 1994,1989,1990,grazer,NA,MO,NA,NA
,1,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,2,2.5,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,3,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,4,3.5,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,5,5,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,6,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,7,10,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,8,8,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,9,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,10,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,11,,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,12,3.75,shoot.dry.wt,Willapa Bay,Ruesink 2016,2011,2012,seagrass,NA,MO,NA,NA
,1,,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,2,3.333333333,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,3,,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,4,7.333333333,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,5,4.166666667,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,6,10,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,7,5.833333333,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,8,5.833333333,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,9,,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,10,,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,11,,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,12,1.166666667,epiphyte.wt.per.eg.drymass,Willapa Bay,Ruesink 2016,2011,2012,epiphyte,NA,MO,NA,NA
,1,,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,2,2,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,3,,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,4,0.666666667,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,5,0,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,6,0,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,7,0,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,8,0.666666667,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,9,,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,10,,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,11,,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,12,10,idotea,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,1,,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,2,1.5,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,3,,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,4,10,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,5,1,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,6,0.5,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,7,1,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,8,0.5,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,9,,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,10,,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,11,,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,12,1,gammarids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,1,,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,2,0,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,3,,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,4,1,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,5,1,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,6,2,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,7,7,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,8,10,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,9,,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,10,,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,11,,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,12,5,caprellids,Willapa Bay,Ruesink 2016,2011,2012,grazer,NA,MO,NA,NA
,1,,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,2,,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,3,,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,4,,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,5,7.575757576,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,6,7.575757576,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,7,10,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,8,6.060606061,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,9,5.454545455,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,10,3.333333333,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,11,0.606060606,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,12,,fish.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,1,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,2,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,3,1.515151515,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,4,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,5,6.666666667,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,6,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,7,10,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,8,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,9,1.515151515,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,10,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,11,0.303030303,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,12,,seagrass biomass dry wt,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,1,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,2,2,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,3,2,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,4,10,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,5,2,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,6,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,7,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,8,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,9,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,10,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,11,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,12,,grazer.cpue,"Beaufort, NC.MM",Fodrie,2010,,fish,NA,MO,NA,NA
,1,1.880145972,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,2,2.833187562,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,3,,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,4,1.577042555,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,5,10,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,6,,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,7,6.467714208,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,8,7.821274542,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,9,4.347799861,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,10,3.283469554,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,11,,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,12,,seagrass dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,1,0.2,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,2,0,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,3,,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,4,0.287128713,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,5,10,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,6,,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,7,1.386138614,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,8,0.297029703,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,9,2.564356436,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,10,0.138613861,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,11,,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
,12,,epi dry wt,Tsawwassen,Emily and Coreen,2015,2016,seagrass,NA,MO,NA,NA
